ParticipantID,Age,Gender,Major,Proficiency,Stage,Strand,Score,WritingScore,StageNum,StageCentered
P076,28,F,English Literature,Upper-Intermediate,Pre,Linguistic,2.55,20.0,0,-1
P076,28,F,English Literature,Upper-Intermediate,Pre,Strategic,2.5,20.0,0,-1
P076,28,F,English Literature,Upper-Intermediate,Pre,Critical,2.66,20.0,0,-1
P076,28,F,English Literature,Upper-Intermediate,Draft,Linguistic,3.2,20.0,1,0
P076,28,F,English Literature,Upper-Intermediate,Draft,Strategic,2.45,20.0,1,0
P076,28,F,English Literature,Upper-Intermediate,Draft,Critical,3.15,20.0,1,0
P076,28,F,English Literature,Upper-Intermediate,Edit,Linguistic,2.31,20.0,2,1
P076,28,F,English Literature,Upper-Intermediate,Edit,Strategic,2.83,20.0,2,1
P076,28,F,English Literature,Upper-Intermediate,Edit,Critical,2.98,20.0,2,1
P077,26,M,Translation Studies,Intermediate,Pre,Linguistic,2.73,18.29,0,-1
P077,26,M,Translation Studies,Intermediate,Pre,Strategic,2.9,18.29,0,-1
P077,26,M,Translation Studies,Intermediate,Pre,Critical,2.6,18.29,0,-1
P077,26,M,Translation Studies,Intermediate,Draft,Linguistic,3.4,18.29,1,0
P077,26,M,Translation Studies,Intermediate,Draft,Strategic,2.45,18.29,1,0
P077,26,M,Translation Studies,Intermediate,Draft,Critical,3.24,18.29,1,0
P077,26,M,Translation Studies,Intermediate,Edit,Linguistic,2.35,18.29,2,1
P077,26,M,Translation Studies,Intermediate,Edit,Strategic,2.64,18.29,2,1
P077,26,M,Translation Studies,Intermediate,Edit,Critical,2.14,18.29,2,1
P078,21,M,Translation Studies,Intermediate,Pre,Linguistic,4.25,19.22,0,-1
P078,21,M,Translation Studies,Intermediate,Pre,Strategic,3.57,19.22,0,-1
P078,21,M,Translation Studies,Intermediate,Pre,Critical,3.91,19.22,0,-1
P078,21,M,Translation Studies,Intermediate,Draft,Linguistic,4.48,19.22,1,0
P078,21,M,Translation Studies,Intermediate,Draft,Strategic,5.0,19.22,1,0
P078,21,M,Translation Studies,Intermediate,Draft,Critical,5.0,19.22,1,0
P078,21,M,Translation Studies,Intermediate,Edit,Linguistic,4.07,19.22,2,1
P078,21,M,Translation Studies,Intermediate,Edit,Strategic,5.0,19.22,2,1
P078,21,M,Translation Studies,Intermediate,Edit,Critical,4.49,19.22,2,1
P079,21,M,Translation Studies,Upper-Intermediate,Pre,Linguistic,3.06,20.0,0,-1
P079,21,M,Translation Studies,Upper-Intermediate,Pre,Strategic,2.99,20.0,0,-1
P079,21,M,Translation Studies,Upper-Intermediate,Pre,Critical,4.09,20.0,0,-1
P079,21,M,Translation Studies,Upper-Intermediate,Draft,Linguistic,3.62,20.0,1,0
P079,21,M,Translation Studies,Upper-Intermediate,Draft,Strategic,3.46,20.0,1,0
P079,21,M,Translation Studies,Upper-Intermediate,Draft,Critical,3.76,20.0,1,0
P079,21,M,Translation Studies,Upper-Intermediate,Edit,Linguistic,4.16,20.0,2,1
P079,21,M,Translation Studies,Upper-Intermediate,Edit,Strategic,3.85,20.0,2,1
P079,21,M,Translation Studies,Upper-Intermediate,Edit,Critical,3.43,20.0,2,1
P080,26,M,TEFL,Intermediate,Pre,Linguistic,5.0,20.0,0,-1
P080,26,M,TEFL,Intermediate,Pre,Strategic,4.75,20.0,0,-1
P080,26,M,TEFL,Intermediate,Pre,Critical,4.75,20.0,0,-1
P080,26,M,TEFL,Intermediate,Draft,Linguistic,4.71,20.0,1,0
P080,26,M,TEFL,Intermediate,Draft,Strategic,3.9,20.0,1,0
P080,26,M,TEFL,Intermediate,Draft,Critical,4.8,20.0,1,0
P080,26,M,TEFL,Intermediate,Edit,Linguistic,3.77,20.0,2,1
P080,26,M,TEFL,Intermediate,Edit,Strategic,4.05,20.0,2,1
P080,26,M,TEFL,Intermediate,Edit,Critical,5.0,20.0,2,1
P081,26,F,TEFL,Advanced,Pre,Linguistic,4.44,18.87,0,-1
P081,26,F,TEFL,Advanced,Pre,Strategic,4.43,18.87,0,-1
P081,26,F,TEFL,Advanced,Pre,Critical,4.96,18.87,0,-1
P081,26,F,TEFL,Advanced,Draft,Linguistic,4.21,18.87,1,0
P081,26,F,TEFL,Advanced,Draft,Strategic,4.57,18.87,1,0
P081,26,F,TEFL,Advanced,Draft,Critical,3.9,18.87,1,0
P081,26,F,TEFL,Advanced,Edit,Linguistic,4.62,18.87,2,1
P081,26,F,TEFL,Advanced,Edit,Strategic,4.39,18.87,2,1
P081,26,F,TEFL,Advanced,Edit,Critical,4.02,18.87,2,1
P082,22,M,English Literature,Intermediate,Pre,Linguistic,3.27,18.66,0,-1
P082,22,M,English Literature,Intermediate,Pre,Strategic,2.34,18.66,0,-1
P082,22,M,English Literature,Intermediate,Pre,Critical,2.94,18.66,0,-1
P082,22,M,English Literature,Intermediate,Draft,Linguistic,3.26,18.66,1,0
P082,22,M,English Literature,Intermediate,Draft,Strategic,3.05,18.66,1,0
P082,22,M,English Literature,Intermediate,Draft,Critical,4.08,18.66,1,0
P082,22,M,English Literature,Intermediate,Edit,Linguistic,3.31,18.66,2,1
P082,22,M,English Literature,Intermediate,Edit,Strategic,4.03,18.66,2,1
P082,22,M,English Literature,Intermediate,Edit,Critical,3.42,18.66,2,1
P083,24,F,TEFL,Intermediate,Pre,Linguistic,2.45,20.0,0,-1
P083,24,F,TEFL,Intermediate,Pre,Strategic,3.18,20.0,0,-1
P083,24,F,TEFL,Intermediate,Pre,Critical,3.45,20.0,0,-1
P083,24,F,TEFL,Intermediate,Draft,Linguistic,3.79,20.0,1,0
P083,24,F,TEFL,Intermediate,Draft,Strategic,3.68,20.0,1,0
P083,24,F,TEFL,Intermediate,Draft,Critical,3.25,20.0,1,0
P083,24,F,TEFL,Intermediate,Edit,Linguistic,3.96,20.0,2,1
P083,24,F,TEFL,Intermediate,Edit,Strategic,3.96,20.0,2,1
P083,24,F,TEFL,Intermediate,Edit,Critical,3.54,20.0,2,1
P084,29,F,English Literature,Intermediate,Pre,Linguistic,3.66,16.49,0,-1
P084,29,F,English Literature,Intermediate,Pre,Strategic,4.4,16.49,0,-1
P084,29,F,English Literature,Intermediate,Pre,Critical,2.44,16.49,0,-1
P084,29,F,English Literature,Intermediate,Draft,Linguistic,2.95,16.49,1,0
P084,29,F,English Literature,Intermediate,Draft,Strategic,3.07,16.49,1,0
P084,29,F,English Literature,Intermediate,Draft,Critical,3.48,16.49,1,0
P084,29,F,English Literature,Intermediate,Edit,Linguistic,3.54,16.49,2,1
P084,29,F,English Literature,Intermediate,Edit,Strategic,2.91,16.49,2,1
P084,29,F,English Literature,Intermediate,Edit,Critical,3.17,16.49,2,1
P085,23,F,TEFL,Intermediate,Pre,Linguistic,4.4,20.0,0,-1
P085,23,F,TEFL,Intermediate,Pre,Strategic,4.02,20.0,0,-1
P085,23,F,TEFL,Intermediate,Pre,Critical,4.92,20.0,0,-1
P085,23,F,TEFL,Intermediate,Draft,Linguistic,4.48,20.0,1,0
P085,23,F,TEFL,Intermediate,Draft,Strategic,4.93,20.0,1,0
P085,23,F,TEFL,Intermediate,Draft,Critical,4.17,20.0,1,0
P085,23,F,TEFL,Intermediate,Edit,Linguistic,4.59,20.0,2,1
P085,23,F,TEFL,Intermediate,Edit,Strategic,5.0,20.0,2,1
P085,23,F,TEFL,Intermediate,Edit,Critical,5.0,20.0,2,1
P086,23,M,English Literature,Intermediate,Pre,Linguistic,2.7,19.59,0,-1
P086,23,M,English Literature,Intermediate,Pre,Strategic,2.02,19.59,0,-1
P086,23,M,English Literature,Intermediate,Pre,Critical,2.55,19.59,0,-1
P086,23,M,English Literature,Intermediate,Draft,Linguistic,2.89,19.59,1,0
P086,23,M,English Literature,Intermediate,Draft,Strategic,3.01,19.59,1,0
P086,23,M,English Literature,Intermediate,Draft,Critical,2.64,19.59,1,0
P086,23,M,English Literature,Intermediate,Edit,Linguistic,3.47,19.59,2,1
P086,23,M,English Literature,Intermediate,Edit,Strategic,3.21,19.59,2,1
P086,23,M,English Literature,Intermediate,Edit,Critical,2.58,19.59,2,1
P087,24,F,English Literature,Upper-Intermediate,Pre,Linguistic,5.0,17.56,0,-1
P087,24,F,English Literature,Upper-Intermediate,Pre,Strategic,4.13,17.56,0,-1
P087,24,F,English Literature,Upper-Intermediate,Pre,Critical,4.0,17.56,0,-1
P087,24,F,English Literature,Upper-Intermediate,Draft,Linguistic,4.42,17.56,1,0
P087,24,F,English Literature,Upper-Intermediate,Draft,Strategic,4.87,17.56,1,0
P087,24,F,English Literature,Upper-Intermediate,Draft,Critical,4.61,17.56,1,0
P087,24,F,English Literature,Upper-Intermediate,Edit,Linguistic,4.33,17.56,2,1
P087,24,F,English Literature,Upper-Intermediate,Edit,Strategic,4.32,17.56,2,1
P087,24,F,English Literature,Upper-Intermediate,Edit,Critical,4.3,17.56,2,1
P088,22,M,Translation Studies,Intermediate,Pre,Linguistic,4.78,20.0,0,-1
P088,22,M,Translation Studies,Intermediate,Pre,Strategic,4.51,20.0,0,-1
P088,22,M,Translation Studies,Intermediate,Pre,Critical,3.54,20.0,0,-1
P088,22,M,Translation Studies,Intermediate,Draft,Linguistic,4.18,20.0,1,0
P088,22,M,Translation Studies,Intermediate,Draft,Strategic,3.96,20.0,1,0
P088,22,M,Translation Studies,Intermediate,Draft,Critical,3.74,20.0,1,0
P088,22,M,Translation Studies,Intermediate,Edit,Linguistic,4.27,20.0,2,1
P088,22,M,Translation Studies,Intermediate,Edit,Strategic,5.0,20.0,2,1
P088,22,M,Translation Studies,Intermediate,Edit,Critical,4.85,20.0,2,1
P089,20,F,TEFL,Upper-Intermediate,Pre,Linguistic,4.11,17.03,0,-1
P089,20,F,TEFL,Upper-Intermediate,Pre,Strategic,3.46,17.03,0,-1
P089,20,F,TEFL,Upper-Intermediate,Pre,Critical,4.03,17.03,0,-1
P089,20,F,TEFL,Upper-Intermediate,Draft,Linguistic,4.03,17.03,1,0
P089,20,F,TEFL,Upper-Intermediate,Draft,Strategic,3.47,17.03,1,0
P089,20,F,TEFL,Upper-Intermediate,Draft,Critical,3.19,17.03,1,0
P089,20,F,TEFL,Upper-Intermediate,Edit,Linguistic,3.15,17.03,2,1
P089,20,F,TEFL,Upper-Intermediate,Edit,Strategic,3.79,17.03,2,1
P089,20,F,TEFL,Upper-Intermediate,Edit,Critical,3.91,17.03,2,1
P090,26,F,Translation Studies,Intermediate,Pre,Linguistic,4.15,15.0,0,-1
P090,26,F,Translation Studies,Intermediate,Pre,Strategic,3.02,15.0,0,-1
P090,26,F,Translation Studies,Intermediate,Pre,Critical,4.36,15.0,0,-1
P090,26,F,Translation Studies,Intermediate,Draft,Linguistic,3.25,15.0,1,0
P090,26,F,Translation Studies,Intermediate,Draft,Strategic,4.04,15.0,1,0
P090,26,F,Translation Studies,Intermediate,Draft,Critical,3.55,15.0,1,0
P090,26,F,Translation Studies,Intermediate,Edit,Linguistic,3.31,15.0,2,1
P090,26,F,Translation Studies,Intermediate,Edit,Strategic,2.61,15.0,2,1
P090,26,F,Translation Studies,Intermediate,Edit,Critical,3.43,15.0,2,1
P091,29,F,English Literature,Upper-Intermediate,Pre,Linguistic,3.72,18.51,0,-1
P091,29,F,English Literature,Upper-Intermediate,Pre,Strategic,3.77,18.51,0,-1
P091,29,F,English Literature,Upper-Intermediate,Pre,Critical,4.47,18.51,0,-1
P091,29,F,English Literature,Upper-Intermediate,Draft,Linguistic,4.06,18.51,1,0
P091,29,F,English Literature,Upper-Intermediate,Draft,Strategic,4.95,18.51,1,0
P091,29,F,English Literature,Upper-Intermediate,Draft,Critical,3.84,18.51,1,0
P091,29,F,English Literature,Upper-Intermediate,Edit,Linguistic,4.58,18.51,2,1
P091,29,F,English Literature,Upper-Intermediate,Edit,Strategic,4.13,18.51,2,1
P091,29,F,English Literature,Upper-Intermediate,Edit,Critical,4.48,18.51,2,1
P092,24,M,Translation Studies,Advanced,Pre,Linguistic,3.8,20.0,0,-1
P092,24,M,Translation Studies,Advanced,Pre,Strategic,3.77,20.0,0,-1
P092,24,M,Translation Studies,Advanced,Pre,Critical,4.24,20.0,0,-1
P092,24,M,Translation Studies,Advanced,Draft,Linguistic,4.19,20.0,1,0
P092,24,M,Translation Studies,Advanced,Draft,Strategic,3.28,20.0,1,0
P092,24,M,Translation Studies,Advanced,Draft,Critical,3.66,20.0,1,0
P092,24,M,Translation Studies,Advanced,Edit,Linguistic,3.16,20.0,2,1
P092,24,M,Translation Studies,Advanced,Edit,Strategic,3.48,20.0,2,1
P092,24,M,Translation Studies,Advanced,Edit,Critical,3.17,20.0,2,1
P093,19,M,Translation Studies,Advanced,Pre,Linguistic,2.71,18.34,0,-1
P093,19,M,Translation Studies,Advanced,Pre,Strategic,4.12,18.34,0,-1
P093,19,M,Translation Studies,Advanced,Pre,Critical,3.75,18.34,0,-1
P093,19,M,Translation Studies,Advanced,Draft,Linguistic,3.84,18.34,1,0
P093,19,M,Translation Studies,Advanced,Draft,Strategic,3.06,18.34,1,0
P093,19,M,Translation Studies,Advanced,Draft,Critical,3.71,18.34,1,0
P093,19,M,Translation Studies,Advanced,Edit,Linguistic,4.72,18.34,2,1
P093,19,M,Translation Studies,Advanced,Edit,Strategic,4.13,18.34,2,1
P093,19,M,Translation Studies,Advanced,Edit,Critical,3.8,18.34,2,1
P094,20,F,English Literature,Advanced,Pre,Linguistic,2.48,13.49,0,-1
P094,20,F,English Literature,Advanced,Pre,Strategic,2.93,13.49,0,-1
P094,20,F,English Literature,Advanced,Pre,Critical,2.68,13.49,0,-1
P094,20,F,English Literature,Advanced,Draft,Linguistic,2.78,13.49,1,0
P094,20,F,English Literature,Advanced,Draft,Strategic,3.29,13.49,1,0
P094,20,F,English Literature,Advanced,Draft,Critical,2.22,13.49,1,0
P094,20,F,English Literature,Advanced,Edit,Linguistic,3.57,13.49,2,1
P094,20,F,English Literature,Advanced,Edit,Strategic,3.64,13.49,2,1
P094,20,F,English Literature,Advanced,Edit,Critical,3.14,13.49,2,1
P095,29,F,English Literature,Upper-Intermediate,Pre,Linguistic,2.31,20.0,0,-1
P095,29,F,English Literature,Upper-Intermediate,Pre,Strategic,3.3,20.0,0,-1
P095,29,F,English Literature,Upper-Intermediate,Pre,Critical,2.56,20.0,0,-1
P095,29,F,English Literature,Upper-Intermediate,Draft,Linguistic,3.1,20.0,1,0
P095,29,F,English Literature,Upper-Intermediate,Draft,Strategic,3.18,20.0,1,0
P095,29,F,English Literature,Upper-Intermediate,Draft,Critical,3.82,20.0,1,0
P095,29,F,English Literature,Upper-Intermediate,Edit,Linguistic,2.8,20.0,2,1
P095,29,F,English Literature,Upper-Intermediate,Edit,Strategic,3.09,20.0,2,1
P095,29,F,English Literature,Upper-Intermediate,Edit,Critical,2.16,20.0,2,1
P096,25,F,TEFL,Upper-Intermediate,Pre,Linguistic,3.16,18.24,0,-1
P096,25,F,TEFL,Upper-Intermediate,Pre,Strategic,3.53,18.24,0,-1
P096,25,F,TEFL,Upper-Intermediate,Pre,Critical,3.19,18.24,0,-1
P096,25,F,TEFL,Upper-Intermediate,Draft,Linguistic,2.25,18.24,1,0
P096,25,F,TEFL,Upper-Intermediate,Draft,Strategic,2.98,18.24,1,0
P096,25,F,TEFL,Upper-Intermediate,Draft,Critical,3.41,18.24,1,0
P096,25,F,TEFL,Upper-Intermediate,Edit,Linguistic,2.1,18.24,2,1
P096,25,F,TEFL,Upper-Intermediate,Edit,Strategic,2.51,18.24,2,1
P096,25,F,TEFL,Upper-Intermediate,Edit,Critical,3.48,18.24,2,1
P097,23,F,TEFL,Upper-Intermediate,Pre,Linguistic,5.0,17.55,0,-1
P097,23,F,TEFL,Upper-Intermediate,Pre,Strategic,3.64,17.55,0,-1
P097,23,F,TEFL,Upper-Intermediate,Pre,Critical,3.35,17.55,0,-1
P097,23,F,TEFL,Upper-Intermediate,Draft,Linguistic,3.96,17.55,1,0
P097,23,F,TEFL,Upper-Intermediate,Draft,Strategic,3.97,17.55,1,0
P097,23,F,TEFL,Upper-Intermediate,Draft,Critical,3.48,17.55,1,0
P097,23,F,TEFL,Upper-Intermediate,Edit,Linguistic,3.23,17.55,2,1
P097,23,F,TEFL,Upper-Intermediate,Edit,Strategic,4.9,17.55,2,1
P097,23,F,TEFL,Upper-Intermediate,Edit,Critical,3.91,17.55,2,1
P098,24,F,TEFL,Advanced,Pre,Linguistic,3.4,20.0,0,-1
P098,24,F,TEFL,Advanced,Pre,Strategic,4.23,20.0,0,-1
P098,24,F,TEFL,Advanced,Pre,Critical,5.0,20.0,0,-1
P098,24,F,TEFL,Advanced,Draft,Linguistic,4.28,20.0,1,0
P098,24,F,TEFL,Advanced,Draft,Strategic,3.86,20.0,1,0
P098,24,F,TEFL,Advanced,Draft,Critical,3.8,20.0,1,0
P098,24,F,TEFL,Advanced,Edit,Linguistic,3.84,20.0,2,1
P098,24,F,TEFL,Advanced,Edit,Strategic,3.92,20.0,2,1
P098,24,F,TEFL,Advanced,Edit,Critical,3.86,20.0,2,1
P099,22,F,Translation Studies,Intermediate,Pre,Linguistic,1.9,17.99,0,-1
P099,22,F,Translation Studies,Intermediate,Pre,Strategic,3.12,17.99,0,-1
P099,22,F,Translation Studies,Intermediate,Pre,Critical,3.08,17.99,0,-1
P099,22,F,Translation Studies,Intermediate,Draft,Linguistic,2.94,17.99,1,0
P099,22,F,Translation Studies,Intermediate,Draft,Strategic,1.7,17.99,1,0
P099,22,F,Translation Studies,Intermediate,Draft,Critical,2.87,17.99,1,0
P099,22,F,Translation Studies,Intermediate,Edit,Linguistic,2.66,17.99,2,1
P099,22,F,Translation Studies,Intermediate,Edit,Strategic,1.66,17.99,2,1
P099,22,F,Translation Studies,Intermediate,Edit,Critical,2.45,17.99,2,1
P100,23,M,English Literature,Advanced,Pre,Linguistic,4.45,17.09,0,-1
P100,23,M,English Literature,Advanced,Pre,Strategic,2.4,17.09,0,-1
P100,23,M,English Literature,Advanced,Pre,Critical,3.67,17.09,0,-1
P100,23,M,English Literature,Advanced,Draft,Linguistic,3.75,17.09,1,0
P100,23,M,English Literature,Advanced,Draft,Strategic,2.96,17.09,1,0
P100,23,M,English Literature,Advanced,Draft,Critical,3.88,17.09,1,0
P100,23,M,English Literature,Advanced,Edit,Linguistic,4.46,17.09,2,1
P100,23,M,English Literature,Advanced,Edit,Strategic,3.29,17.09,2,1
P100,23,M,English Literature,Advanced,Edit,Critical,4.0,17.09,2,1
